kp,kd,kp1,kd1,f1, f2 
0.8302617855265702,2.2310634936624267,0.015362316825313083,1.2301070652416468,15.449071930571199,0.07457581602103232
5.246777675915852,2.4559267264983586,3.169311080014144,0.42651608380993244,0.20007353189394106,0.1560431960153196
4.166230924059685,5.0,0.31093349653989577,1.5781934992283864,4.362355620459008,0.08734857710773689
0.0,1.682551864960367,0.0,1.416003522913933,18.471745565956052,0.0629184768574259
0.919678485348832,2.933493234283321,0.3788735508767572,2.0360456705775882,4.750506647057469,0.08349510287152848
6.06829715263803,3.2276520260966954,3.7159321958391316,0.23877249604077055,0.18012242588330912,0.21852030504678382
2.66714658924079,0.7359390386475206,0.09312546893463947,1.7983894489205303,10.786784608827835,0.07516798485534719
7.863840523134767,2.795677341840314,4.562113988592179,0.7655259936318723,0.19977095325952104,0.16183433727356406
0.0,4.345135054373728,0.2807342303204654,1.1646413308426031,5.6041813948282195,0.0792026606767333
4.850741145690623,1.4898324603474085,1.4509692062896709,0.4853696470109736,0.3370845112058648,0.1036613120477653
6.943290484096268,4.05817486782267,0.24053276421247405,0.36051698426050427,1.400730967819139,0.09278486247636872
1.6993726043419621,0.5363840893374974,0.5184051016074062,1.5356339325556698,2.6881382638926477,0.08856144369630353
7.988080793644027,5.0,0.8756336464524819,0.4550530393698027,0.5183924836837155,0.09873677878426079
4.811462885272237,1.024802341373305,1.5068919917513572,0.20783613313782956,0.21017672160782222,0.11731909741505268
5.5589613941225355,1.1847310062405592,0.8959260894468651,0.12687606924081496,0.24520643377360385,0.10724003103940741
