kp,kd,ki,f1, f2 
4.9831408007518485,2.2269427109589075,4.743947649447952,2.889439472523524,0.03112378086335613
5.72955840240692,2.0833970651776337,5.4868081602463965,2.5924327781048944,0.0331644466575844
5.5116026179749324,2.039640662484154,4.9946949307412645,2.606478043978616,0.032998366177289545
4.5517958704635,1.6343858178416175,3.3439022936332714,2.545769218429084,0.033490696648676335
5.9453642639920075,2.665686494285204,5.999442383792122,2.898566755212043,0.031113779293368556
5.508413701817667,2.0918572186127906,5.151573547966551,2.6435121861172353,0.03266378956379289
5.815936863112096,2.250753889661585,5.224288738809579,2.6624409937194202,0.03250370967921809
5.0218065678958155,1.7747070195736283,4.866365774509025,2.5629354534618907,0.03348106433880918
5.836958066606398,2.5385272447099836,5.729887759906912,2.845166132605505,0.03129739614325057
6.029239284146308,2.6629084187868646,6.090680700835728,2.8732600162744744,0.03119975171796355
4.3762082605820405,1.3396029835910923,3.4373897374104243,2.389910120138054,0.03553430972284713
5.643687397679041,1.852125902407499,3.5065620992187068,2.4271347724289694,0.0349455457904504
5.938302504491211,2.7495422915882943,5.665346136860473,2.947384262337916,0.030916262035223196
5.821777873496197,1.8770267139645351,5.011164976535953,2.4481265979721565,0.03492037118311199
4.283942721872379,1.9972376323806738,3.5773211265513787,2.9526454399609654,0.030897624358915653
6.41349464914835,2.0420926343262154,4.722905607190633,2.4160349626483706,0.035318787283785805
8.254340927719253,2.0128117854178402,6.5167243099648235,2.233257738693913,0.04059448424485684
4.692537986837634,1.684344524699356,3.3099422113220713,2.540473999219834,0.03354881916276746
5.175879788312955,2.4559757005959,4.502264027469428,2.9845180651691656,0.030772271757957253
5.187793408787403,2.3699384318597203,4.612415263186911,2.9183939705876902,0.030991255739966552
4.976732217425511,1.6767079825279643,3.3528999488992643,2.4629503416900627,0.03441936361173231
4.125014499364903,1.4092364646993576,3.3945460362178856,2.5050830760358616,0.033950290246133066
8.492481953861539,1.9344733365461362,7.3919106979895375,2.2173997177628144,0.04225816086413647
4.190443515334072,1.2419821528293804,3.8065006333040414,2.3872138773410256,0.03592441811169939
1.659760692903025,0.4342637045830733,0.5240259874314135,2.249499929967313,0.03597157274017128
6.2575002314377155,1.1996455905298908,0.8700115893949367,1.988052186878557,0.04576192233290629
5.949655528362188,1.2027187095730154,1.8885527636716422,2.0484599204336593,0.0442850558768808
9.709133210464492,2.2289208958059668,4.863444270180128,2.1491138291484084,0.04251532627627725
3.4381913779504405,0.45380129981010486,0.0,1.8958312573306357,0.052598721660698476
5.007402511577718,2.393869537663663,4.200475708700011,2.9954814797675073,0.03073595984572408
