kp,kd,kp1,kd1,f1, f2 
1.8178974051119,1.0,0.17839417018589765,0.8514538010769203,4.33932409026211,0.11447752540715794
6.2794506402355905,0.6024850728337685,1.0,0.14011821161805527,0.25584153223949474,0.14917058035925596
6.1513816273819915,0.5076671279516498,3.3985358713167257,0.3295751681275261,0.1749658157236467,0.18595508333281413
1.0,0.6996589740980453,1.0,0.17856175464312007,0.30804892449206284,0.1428427280050967
1.0,1.0,0.2217986773704818,0.5052524013762276,2.1647297196290354,0.1192662963552365
4.112272744084007,1.0,2.30117251721881,0.5331746071152177,0.2609455533560892,0.14881128498234622
0.903942541155773,1.0,0.0665283398383365,0.781782980177345,10.606303623498425,0.11030068407775184
1.0,3.0820464444714606,0.11233446180717865,0.21891273274652734,2.347863145242335,0.11577044624671921
6.2794506402355905,0.8836937062857853,3.351917030144094,0.5665969031380436,0.20155336120581013,0.16923331911499143
5.260696640904452,0.9982171298929976,0.5219133384505253,0.15854395278836086,0.3165397964562824,0.12779805591444346
4.112272744084007,0.8722088407609141,2.30117251721881,0.5331746071152177,0.2629107407980071,0.1486431333645729
1.1962074288502134,3.4137266564609705,0.4114631383235867,1.5558542362354206,3.51951866622582,0.11539951611359364
1.0618172798389924,4.982417852297017,0.08147313423805924,1.1076043275959342,11.944868374227942,0.0987925432647349
2.7851814206913517,2.46571450943701,0.1467844974517135,1.215237453839579,7.280852412472114,0.11195790286437385
7.310985226188965,0.6050184671666875,3.146821190442908,0.4335546333252943,0.19060146906248834,0.1824845341695815
7.522692170685986,2.2769270147599823,2.969338360526747,0.19583194906983237,0.1708653599460292,0.21512228220297502
3.70415129296948,1.0995318741851006,2.6185790180207853,0.4834556894399439,0.2275249247595801,0.15812978028755958
