kp,kd,ki,f1, f2 
3.103507799852088,1.174403736554579,2.7842965836880866,2.6526884943005644,0.032609976225096704
10.0,4.204613649301617,8.789797990593199,2.7765518661989157,0.03169632262085511
6.555313853708334,1.0648351350454832,0.0,1.9132851813772453,0.05005155608701043
5.279035307286233,2.009307351574682,0.7905652616916055,2.5299889773202953,0.03397325619602183
7.699109495762769,3.234780973111215,7.459126467231107,2.786630991921966,0.031573281216507855
8.01808363248194,3.097606576641174,9.125240752447871,2.6905511080994877,0.032281560099428015
8.923965705099466,3.7747163193000817,10.0,2.8143641537090494,0.03151440885220465
7.469935960108007,2.2209854965311937,2.9143463734515116,2.3007284104565437,0.03709586077254364
4.640381760571194,0.6829680645690073,0.406848203357677,1.9109879215143093,0.05097344177418724
5.971682090285955,2.2315269206232244,2.7498483978153,2.555837559677487,0.03362865749543398
8.798921919795621,3.2536970576385777,6.2265082780772225,2.577969733572502,0.03344683891076554
9.999151403961974,1.2573887978383755,0.0,1.8755027840640044,0.05883513180027699
8.092619639633586,3.4054816185118826,5.759716052608848,2.758314761979793,0.03198035342660123
9.493249393465643,4.102220561587314,9.166335006646175,2.8288204212689467,0.03132809014663532
6.638065394850908,2.39340563247187,8.428459210854884,2.628399706405766,0.033075385409889024
8.553013508084941,3.3791304482641307,9.797575680283867,2.7204474173375974,0.03205098115759123
10.0,4.624410089592864,7.263018992763124,2.9167774514082,0.0311200819998675
8.500354466979799,1.501539496522413,0.0,1.9422027007248326,0.04916884290511771
8.605514890592842,2.07845071831448,0.9673392745383493,2.0982744696337194,0.041669936633917444
10.0,3.6204798067271304,3.9309275619907504,2.513408104221914,0.0344390092435805
7.002406126035647,3.1346583681364457,5.9226442181708405,2.874154755633688,0.03117524104426023
2.749498169527315,0.7025436643881791,0.0,2.1009426513487353,0.037910021444260075
8.355724751079073,1.639679324245395,0.46854355451202456,1.9820905418779575,0.046369342893643105
4.260590841083774,1.1886522534044948,2.3154237586966464,2.2691734172058684,0.03712659708173304
7.826293506965439,1.7306899690776318,0.04489589247598258,2.031123253094665,0.04347598066443435
8.127831246121048,2.4742057491417073,2.6083572400742283,2.312970045568305,0.03694040116511073
4.189458162026323,1.1887616044095468,0.0,2.184429216757347,0.03756250893489989
2.398244693900841,0.7606310246285428,1.6754959725636582,2.4368935140632733,0.03444196817437446
7.648299805611259,0.8570814357355974,0.0,1.8648086420933065,0.0604251256539982
10.0,4.620798352831717,10.0,2.9439163338169365,0.03094174865055967
