Hv 
18.649885819512026
18.731423012400075
18.833660354531077
18.528568802933723
18.470598655448022
18.445462453094486
18.48954485107377
18.544308064962852
0.0
18.595861434092864
18.136817777352668
18.39977146118959
18.526444850355585
18.595051962568398
18.482436458970113
18.510650254118914
18.691071320962426
18.559721839135413
0.0
18.421875684790972
18.299325218591484
0.0
18.436675166750433
18.80467306385587
18.05692787190845
18.531370570490967
17.98335129553735
18.49862795738364
0.0
0.0
