kp,kd,ki,f1, f2 
9.566225293981619,2.040350528097915,2.645752926546092,2.0708924794515764,0.04450141869725432
5.5510728037404435,1.2970758395042614,1.7737874330792491,2.1135920726962705,0.04101590792362197
4.51656789931153,1.2753375152018986,3.220179188580908,2.3103429175102392,0.03688407687774349
9.020032781063545,2.9075176156180382,5.955520951969655,2.419068200830861,0.03548229936528256
6.850652097945728,2.371368517048494,1.582142161040454,2.4302051249954784,0.03511559712552183
9.187959834687536,2.732439432215145,3.6486190331716606,2.3056938321782243,0.03730807395197993
8.395575595476455,3.892815796775071,3.925181368427859,2.894658515244003,0.031632112558255494
9.035502870393975,0.72969614363255,1.0649556220622802,1.9341111381728913,0.07320807425051641
6.037010749364212,2.837941936904853,1.551732798691784,2.8936629591876892,0.031904596014275526
6.386592089817703,1.866059710581961,0.24045424239995672,2.215677512495836,0.037829130079291846
7.772607424833976,3.595660867015469,7.056622554201714,2.937426892556136,0.030898265317103078
8.930680463397614,0.9739976536944739,3.7226050520576015,1.9825813727987562,0.06091104434536674
9.402280586462227,4.146040545319157,4.449760558529365,2.8082206826273386,0.032074006126991114
6.179992888947156,0.8438111932784642,2.534132312208901,1.9915188403025526,0.05527351188265172
